id,true_0,score_0,score_1,score_2,score_3,score_4
773,0.0,0.53715146,0.16781421,0.16956705,0.10197481,0.023492504
774,2.0,0.48373672,0.16398682,0.18965165,0.1356608,0.026964048
775,2.0,0.46983618,0.19311033,0.1755309,0.13611667,0.025405932
776,0.0,0.9948308,1.0945532e-05,0.001584775,0.0035730458,5.018181e-07
777,4.0,0.1781772,0.11219436,0.25416532,0.33167407,0.12378908
778,1.0,0.5254777,0.16250414,0.17146842,0.11389577,0.026653988
779,3.0,0.1505458,0.10895103,0.25944838,0.32739812,0.15365663
780,0.0,0.7539124,0.08076716,0.09580099,0.060112078,0.009407458
781,0.0,0.37954012,0.17219992,0.21589006,0.18038495,0.051984914
782,0.0,0.7328108,0.0745169,0.10572734,0.07656347,0.010381475
783,0.0,0.2064089,0.1265938,0.25070786,0.2919132,0.12437616
784,3.0,0.4148382,0.18651603,0.2022104,0.16376437,0.032671023
785,2.0,0.17478156,0.080597885,0.28182968,0.32305735,0.13973352
786,3.0,0.14235626,0.11733078,0.2633639,0.34894085,0.12800814
787,4.0,0.0868765,0.1024603,0.28988835,0.3818349,0.13893996
788,3.0,0.26533785,0.1174418,0.2398477,0.26375243,0.113620214
789,1.0,0.17878713,0.11867784,0.25386015,0.3241067,0.12456819
790,3.0,0.34220415,0.15794624,0.22725476,0.20510373,0.06749117
791,0.0,0.53052443,0.18461195,0.17705065,0.089507505,0.018305527
792,2.0,0.22599417,0.117977835,0.24880518,0.28412452,0.12309823
793,0.0,0.87283576,0.032531086,0.04555011,0.046245325,0.002837674
794,4.0,0.14508893,0.12554365,0.2549351,0.3337223,0.14071007
795,1.0,0.34126335,0.28141937,0.19577385,0.16076213,0.020781215
796,0.0,0.59221995,0.12908502,0.15789904,0.09596081,0.024835125
797,1.0,0.58485806,0.17797169,0.073734574,0.15606606,0.007369617
798,1.0,0.32281035,0.19158678,0.23021677,0.1938868,0.061499294
799,1.0,0.15991668,0.10845828,0.25513,0.32559255,0.1509025
800,2.0,0.44007194,0.23406649,0.17696954,0.12596507,0.022926927
801,0.0,0.90757847,0.0027496356,0.035845015,0.053143393,0.00068342674
802,0.0,0.92999727,0.020004453,0.029711679,0.018147897,0.0021386815
803,0.0,0.67695355,0.086622804,0.118930876,0.10471875,0.012774028
804,3.0,0.14783631,0.111406915,0.26020074,0.34306937,0.13748667
805,0.0,0.15601653,0.09553682,0.24303995,0.38023785,0.12516889
806,3.0,0.21894996,0.11850326,0.25369644,0.2987338,0.11011657
807,0.0,0.7351306,0.08642356,0.083602585,0.08258317,0.01226006
808,0.0,0.14650442,0.11333071,0.26576218,0.32408783,0.15031484
809,1.0,0.1928855,0.19523314,0.25840732,0.27150986,0.08196418
810,3.0,0.14056759,0.1501962,0.28448552,0.32452118,0.10022949
811,2.0,0.1481011,0.12424004,0.27260882,0.33614394,0.11890605
812,0.0,0.15994547,0.14658381,0.2570684,0.3185539,0.1178484
813,0.0,0.15106691,0.119433224,0.26348788,0.31933266,0.14667942
814,0.0,0.18252756,0.11891084,0.26175615,0.32713777,0.10966771
815,1.0,0.2917381,0.24673143,0.2421688,0.18775739,0.031604286
816,3.0,0.21311319,0.14935277,0.26480103,0.26105773,0.1116753
817,0.0,0.54859704,0.15344292,0.1630805,0.11195642,0.022923151
818,3.0,0.15320247,0.115022734,0.2753884,0.31793964,0.13844676
819,4.0,0.17545228,0.13708352,0.26555878,0.29231304,0.1295923
820,3.0,0.30652177,0.10648531,0.23205563,0.24998842,0.10494882
821,3.0,0.14008848,0.124004595,0.28160045,0.31050992,0.14379658
822,2.0,0.42867014,0.13318197,0.19091481,0.19203462,0.055198483
823,4.0,0.16104765,0.14689079,0.2670774,0.3082157,0.11676844
824,0.0,0.59343415,0.20489064,0.044215456,0.15409419,0.0033656533
825,4.0,0.09942273,0.10586255,0.27957228,0.35012192,0.16502054
826,4.0,0.12942615,0.13702002,0.27832595,0.33962926,0.11559861
827,2.0,0.54429585,0.1785595,0.15764241,0.09824576,0.02125646
828,4.0,0.4930381,0.15863268,0.19652306,0.12349817,0.028308041
829,3.0,0.17716722,0.13331282,0.2591232,0.30270872,0.12768804
830,0.0,0.99815565,1.5011277e-06,0.00045236552,0.001390384,3.2447062e-08
831,2.0,0.15972577,0.15723777,0.29393062,0.28247637,0.10662956
832,0.0,0.2629906,0.17957675,0.262286,0.22700347,0.06814314
833,0.0,0.21008736,0.12948552,0.24915484,0.28734663,0.12392568
834,3.0,0.60749555,0.14310038,0.15029635,0.08445591,0.014651809
835,0.0,0.8572391,0.037924793,0.06310823,0.035976835,0.005751017
836,0.0,0.45566756,0.1950023,0.18405727,0.14001064,0.025262166
837,1.0,0.1619043,0.09782906,0.2548982,0.33864692,0.14672153
838,0.0,0.7654731,0.061658386,0.10045969,0.059955172,0.012453633
839,0.0,0.14802045,0.12822248,0.27411944,0.30398726,0.14565028
840,0.0,0.4441733,0.17036855,0.20547599,0.14306812,0.036914043
841,1.0,0.40170333,0.20050266,0.21262546,0.15197943,0.03318912
842,0.0,0.7673952,0.07035321,0.09603473,0.055357408,0.010859457
843,3.0,0.13799822,0.11333243,0.26459557,0.35091478,0.13315907
844,2.0,0.17412451,0.13919716,0.26802227,0.29393515,0.12472091
845,2.0,0.2023672,0.12488897,0.26360714,0.2803691,0.1287676
846,1.0,0.72628915,0.093725756,0.107422486,0.061046384,0.011516264
847,1.0,0.38930714,0.23779793,0.20138574,0.15441222,0.017097035
848,3.0,0.22477186,0.17231996,0.26537353,0.26854494,0.0689897
849,3.0,0.14181234,0.111454904,0.26783803,0.3194688,0.15942593
850,0.0,0.45580155,0.20028986,0.19904481,0.11786535,0.026998458
851,3.0,0.5295422,0.13327026,0.17277701,0.12923613,0.03517437
852,3.0,0.14465739,0.10972418,0.27378565,0.376796,0.09503676
853,2.0,0.5016518,0.16605164,0.15283838,0.16403343,0.015424762
854,0.0,0.5142305,0.13505062,0.18794686,0.12656118,0.03621084
855,0.0,0.8492593,0.049020573,0.06305835,0.033593163,0.005068615
856,1.0,0.5853144,0.16046183,0.15100938,0.08524395,0.017970428
857,0.0,0.68145347,0.090167224,0.12747742,0.082804665,0.018097205
858,0.0,0.5420526,0.16934687,0.124372035,0.15509859,0.009129895
859,2.0,0.27657658,0.09330838,0.21256909,0.3424292,0.07511674
860,0.0,0.84491885,0.025263932,0.07069465,0.05520417,0.00391841
861,0.0,0.68866545,0.07926611,0.13022219,0.08428673,0.017559534
862,3.0,0.1625726,0.13070115,0.26299813,0.31420463,0.12952349
863,2.0,0.2676951,0.26703754,0.22924687,0.20114408,0.034876395
864,2.0,0.13514851,0.12144811,0.26299664,0.33218053,0.14822619
865,2.0,0.6881539,0.08580939,0.13234772,0.083858386,0.009830551
866,0.0,0.16832094,0.09034881,0.23828194,0.35770234,0.14534588
867,1.0,0.23696107,0.23956786,0.24518515,0.22368674,0.054599226
868,3.0,0.16207531,0.10517256,0.262654,0.32096767,0.14913045
869,2.0,0.21788917,0.1051201,0.24777666,0.2926499,0.1365642
870,0.0,0.65394807,0.1297212,0.1354173,0.06696747,0.013945949
871,2.0,0.16541994,0.12936942,0.25925842,0.32087877,0.12507343
872,0.0,0.77652466,0.065383665,0.091665685,0.057868652,0.008557361
873,3.0,0.612756,0.10936934,0.15440808,0.094834015,0.028632557
874,0.0,0.54363716,0.132062,0.1675096,0.12592828,0.030863002
875,2.0,0.36360496,0.26624423,0.2164892,0.13080253,0.022858988
876,3.0,0.1636346,0.10879241,0.2631622,0.32022187,0.14418891
877,0.0,0.1592784,0.108992934,0.26527935,0.30891606,0.15753326
878,0.0,0.18723059,0.12297409,0.26056054,0.30777887,0.1214559
879,0.0,0.6766483,0.1189665,0.11881059,0.07126318,0.014311439
880,0.0,0.7388849,0.09605087,0.10242013,0.0520238,0.0106202755
881,0.0,0.31671822,0.1372441,0.23661861,0.2279395,0.0814795
882,2.0,0.32770774,0.17788506,0.24711427,0.1928768,0.054416157
883,3.0,0.47126445,0.1586923,0.19356012,0.14107753,0.035405584
884,0.0,0.45676604,0.18408643,0.1912061,0.13722421,0.03071722
885,1.0,0.12536669,0.12175423,0.28047663,0.34050563,0.13189681
886,0.0,0.4050093,0.15372227,0.20732357,0.19540368,0.038541213
887,2.0,0.1531923,0.09042966,0.2581108,0.3363482,0.1619191
888,3.0,0.14293522,0.11171813,0.27294204,0.3386191,0.13378553
889,3.0,0.4380539,0.15470774,0.1929618,0.16930437,0.04497222
890,0.0,0.56150585,0.09451194,0.12533402,0.19917308,0.019475073
891,2.0,0.17472567,0.08385842,0.2446092,0.37997177,0.116834916
892,0.0,0.83964014,0.055229463,0.06613604,0.03373234,0.005262046
893,2.0,0.54187715,0.14627734,0.17189021,0.114668444,0.025286816
894,2.0,0.18876319,0.1300243,0.26359347,0.29039618,0.1272229
895,1.0,0.23619445,0.20068517,0.2728878,0.2218759,0.068356656
896,2.0,0.15077025,0.13493714,0.2826054,0.29597166,0.13571556
897,1.0,0.41568974,0.22313674,0.20838875,0.12326737,0.029517379
898,0.0,0.5731949,0.15357997,0.15358303,0.10333862,0.016303454
899,2.0,0.16670538,0.11513882,0.25853285,0.32345128,0.13617167
900,2.0,0.16291799,0.13435923,0.27758327,0.29548007,0.12965947
901,0.0,0.2172184,0.10455981,0.255068,0.32083067,0.10232311
902,4.0,0.15343863,0.13460127,0.26914826,0.30525127,0.13756059
903,3.0,0.25963262,0.08529135,0.2296103,0.33923668,0.08622912
904,1.0,0.13458027,0.12262513,0.2622763,0.34009546,0.14042288
905,2.0,0.25520504,0.081544235,0.21917221,0.34934217,0.094736315
906,0.0,0.64700615,0.10542294,0.14051571,0.084269084,0.02278613
907,3.0,0.61510587,0.10520102,0.1545576,0.105605096,0.019530397
908,0.0,0.54912746,0.14657907,0.1635122,0.116209984,0.02457137
909,3.0,0.14862849,0.10702367,0.2633269,0.3234995,0.15752144
910,3.0,0.1733163,0.12897617,0.26735193,0.3004689,0.12988672
911,0.0,0.65680623,0.09477007,0.12892725,0.10237262,0.017123882
912,3.0,0.18692783,0.1272204,0.25258058,0.30475262,0.12851858
913,3.0,0.14689073,0.12217192,0.2668738,0.33068997,0.13337354
914,0.0,0.823724,0.042315077,0.06286781,0.06664714,0.0044459803
915,3.0,0.29522717,0.22143467,0.24867262,0.19407699,0.04058859
916,0.0,0.30469537,0.23081759,0.23568611,0.17852399,0.05027689
917,0.0,0.14830695,0.099441804,0.26670423,0.3324539,0.15309311
918,3.0,0.3790981,0.19928132,0.21525317,0.1647019,0.041665487
919,0.0,0.16768704,0.14465101,0.27248415,0.29756817,0.11760962
920,3.0,0.49544072,0.16767077,0.19318655,0.113284394,0.030417608
921,0.0,0.2631648,0.10610817,0.24825212,0.26299167,0.11948322
922,0.0,0.8579459,0.0495494,0.058912158,0.029243484,0.0043491973
923,2.0,0.37836188,0.14895919,0.22358952,0.18810311,0.060986284
924,1.0,0.2757775,0.08885675,0.20865232,0.33934557,0.08736789
925,2.0,0.17113039,0.15054949,0.26976854,0.2906634,0.117888264
926,1.0,0.15385717,0.13873821,0.28012082,0.29699925,0.13028458
927,0.0,0.52814406,0.15076236,0.16596746,0.12269949,0.0324266
928,1.0,0.19080925,0.13055585,0.27340487,0.2939753,0.11125475
929,0.0,0.99902153,3.4568217e-07,0.00019554593,0.00078261906,7.3447155e-09
930,1.0,0.5976855,0.10037187,0.15909173,0.12160228,0.021248551
931,3.0,0.34553927,0.22835368,0.23247132,0.15529403,0.03834168
932,0.0,0.13707389,0.12798366,0.2612982,0.3442503,0.12939394
933,1.0,0.78351563,0.0031503127,0.057627328,0.15471925,0.000987428
934,0.0,0.14869444,0.12476472,0.2773842,0.3218774,0.12727927
935,1.0,0.15148069,0.11144052,0.27029407,0.32571796,0.14106673
936,0.0,0.6004735,0.13316447,0.15725659,0.08824422,0.020861123
937,2.0,0.79263854,0.04692627,0.083535284,0.0683613,0.008538534
938,4.0,0.442705,0.19560008,0.19559821,0.13204929,0.03404747
939,0.0,0.748973,0.06737592,0.09768834,0.07698924,0.008973489
940,3.0,0.3199632,0.11832996,0.2477432,0.23015933,0.08380426
941,0.0,0.7140538,0.08942717,0.11621101,0.066562526,0.013745442
942,3.0,0.2182176,0.099371456,0.2280661,0.3408735,0.11347127
943,0.0,0.4077481,0.21063495,0.20391738,0.14603324,0.031666312
944,0.0,0.7936408,0.066608846,0.08681505,0.04330685,0.0096284095
945,0.0,0.56582326,0.14051443,0.16465816,0.10400345,0.025000744
946,3.0,0.13902597,0.13259046,0.2742086,0.3224908,0.1316841
947,0.0,0.38368472,0.19963941,0.21355209,0.1646991,0.038424715
948,2.0,0.21752766,0.14707609,0.2433644,0.31004545,0.08198641
949,0.0,0.47771236,0.16432993,0.1937944,0.13177058,0.032392807
950,0.0,0.68569094,0.107555084,0.12385189,0.06762911,0.0152729
951,1.0,0.1559476,0.11410972,0.26387447,0.32042846,0.14563973
952,4.0,0.6081603,0.12627992,0.13257559,0.1123643,0.020619875
953,0.0,0.5915561,0.08122432,0.16373755,0.12507161,0.03841039
954,3.0,0.12827006,0.1044459,0.27481955,0.33205962,0.16040486
955,0.0,0.5517655,0.108262114,0.17659402,0.12269543,0.040682998
956,2.0,0.13302408,0.1114303,0.27051914,0.32488725,0.16013923
957,2.0,0.30668855,0.091933414,0.23893115,0.25480187,0.107645035
958,3.0,0.3898629,0.13339467,0.21121216,0.19890553,0.06662473
959,2.0,0.60594517,0.118892506,0.1560808,0.09426472,0.024816884
960,0.0,0.8290708,0.05614722,0.06278142,0.047179453,0.0048211087
961,0.0,0.30216908,0.18416384,0.25524214,0.2033205,0.05510435
962,4.0,0.1743307,0.10623048,0.2588857,0.3092537,0.15129945
963,0.0,0.70108014,0.099527106,0.11796548,0.06694393,0.014483309
964,2.0,0.3498391,0.22725129,0.22180167,0.16540045,0.035707563
965,1.0,0.18478754,0.100203715,0.2580371,0.32964355,0.12732814
966,3.0,0.12524225,0.08976167,0.26686758,0.34908,0.16904855
967,4.0,0.14663608,0.14796376,0.26775983,0.30890578,0.12873454
968,4.0,0.18614268,0.12457515,0.24598157,0.31264043,0.13066012
969,1.0,0.3675228,0.21519318,0.22773257,0.15421021,0.035341203
970,3.0,0.30549565,0.16984183,0.2556423,0.21604615,0.052974056
971,0.0,0.5329058,0.11476214,0.18593982,0.13464098,0.03175124
972,0.0,0.99173623,3.9381364e-05,0.0028265908,0.0053957924,2.0429077e-06
973,1.0,0.18014759,0.114250466,0.25906122,0.31097025,0.13557054
974,0.0,0.67293537,0.13072123,0.11706078,0.06928877,0.00999381
975,2.0,0.66305596,0.15200256,0.119192585,0.056376025,0.009372835
976,0.0,0.71539956,0.09143036,0.11656918,0.06387971,0.012721245
977,4.0,0.20178661,0.14050572,0.26203167,0.28652915,0.109146826
978,0.0,0.47208038,0.115922526,0.1945777,0.16275689,0.054662593
979,0.0,0.4868155,0.20913453,0.18510976,0.096413955,0.02252631
980,2.0,0.24121693,0.12214971,0.2459647,0.27162066,0.11904797
981,4.0,0.31607547,0.10683345,0.23088159,0.24409327,0.10211618
982,3.0,0.5185449,0.20127942,0.16635847,0.09792434,0.015892845
983,1.0,0.15938582,0.1166948,0.2587865,0.3528848,0.11224809
984,0.0,0.27931812,0.18615784,0.2610463,0.20936897,0.06410878
985,1.0,0.22298388,0.18615437,0.260002,0.24847294,0.08238685
986,0.0,0.8443788,0.04593131,0.06502827,0.039098453,0.0055631744
987,1.0,0.43966252,0.22220828,0.19088471,0.121222965,0.026021568
988,0.0,0.32263654,0.21503636,0.2351875,0.18124416,0.045895424
989,0.0,0.49357057,0.15846664,0.18707575,0.13004777,0.030839268
990,2.0,0.58385146,0.16991127,0.13796283,0.091552325,0.016722174
991,3.0,0.189425,0.10841915,0.25012267,0.3106253,0.14140786
992,0.0,0.62643516,0.108673505,0.11982012,0.12479144,0.020279808
993,3.0,0.40092453,0.20469879,0.20183598,0.16238277,0.03015792
994,3.0,0.16599585,0.122454084,0.26418236,0.31137112,0.13599662
995,3.0,0.13115434,0.11716785,0.27516767,0.33927915,0.13723096
996,2.0,0.15962629,0.13295227,0.26698786,0.32266995,0.11776361
997,0.0,0.5772312,0.13273767,0.16512074,0.102871835,0.02203845
998,3.0,0.4931144,0.1973951,0.18003798,0.10509599,0.024356496
999,0.0,0.15929832,0.09807245,0.2640441,0.34289944,0.13568568
1000,2.0,0.41043764,0.22281653,0.20330736,0.13530345,0.028135018
1001,0.0,0.6446118,0.10926861,0.13616878,0.09474136,0.015209548
1002,3.0,0.43275878,0.15223041,0.20649509,0.15971226,0.048803456
1003,0.0,0.1656613,0.10604468,0.26004216,0.31371376,0.15453811
1004,3.0,0.10918515,0.10862335,0.28378513,0.33907568,0.1593306
1005,2.0,0.16981912,0.10608859,0.2837723,0.30761257,0.13270745
1006,0.0,0.8537515,0.04406218,0.064255096,0.03185015,0.006081085
1007,0.0,0.6288704,0.12113616,0.14394768,0.088435486,0.017610257
1008,4.0,0.19595343,0.11861665,0.25257352,0.2960749,0.13678151
1009,0.0,0.6346908,0.12982205,0.12905447,0.09482787,0.011604803
1010,0.0,0.6826293,0.108725965,0.12506168,0.069843024,0.01374004
1011,4.0,0.508757,0.14106996,0.18033406,0.13421756,0.035621405
1012,0.0,0.66172,0.1126007,0.13303615,0.08036965,0.012273505
1013,3.0,0.44070536,0.17454928,0.19935422,0.14737603,0.038015097
1014,0.0,0.41291517,0.20145878,0.20909372,0.14894448,0.027587807
1015,3.0,0.15980385,0.13954735,0.2654602,0.30710977,0.12807888
1016,1.0,0.32918373,0.20644659,0.24796039,0.17365581,0.042753465
1017,3.0,0.543355,0.15503654,0.17293942,0.10248867,0.02618037
1018,1.0,0.9951652,4.350331e-06,0.0009110953,0.0039191875,1.295618e-07
1019,0.0,0.8452372,0.045788825,0.06563433,0.036881488,0.0064581693
1020,3.0,0.18862475,0.101360604,0.25175577,0.31164703,0.14661185
1021,0.0,0.82273424,0.051540267,0.0678416,0.052718822,0.0051650186
1022,0.0,0.7447642,0.09859602,0.09830218,0.048383005,0.009954524
1023,0.0,0.718748,0.051517095,0.11701347,0.09519341,0.017528022
1024,2.0,0.17587538,0.12211919,0.25240687,0.30555084,0.14404772
1025,0.0,0.69025713,0.09698686,0.120921694,0.07396677,0.017867506
1026,2.0,0.70666593,0.09088626,0.11226359,0.07784655,0.0123376185
1027,3.0,0.1437302,0.122033685,0.26301417,0.3183017,0.15292023
1028,0.0,0.20514609,0.12333554,0.26147884,0.29382104,0.11621854
1029,0.0,0.3194261,0.27576143,0.22321247,0.15180264,0.029797439
1030,0.0,0.7108243,0.09330292,0.11019718,0.070223846,0.0154517805
1031,3.0,0.1914886,0.12564664,0.2557942,0.2939745,0.13309613
1032,0.0,0.5904329,0.1036855,0.16182025,0.11088896,0.033172414
1033,0.0,0.6452984,0.12794752,0.133991,0.07653695,0.01622604
1034,0.0,0.33920634,0.19500285,0.2378711,0.1783371,0.049582575
1035,1.0,0.49345705,0.1279332,0.20341986,0.15150128,0.023688642
1036,0.0,0.64186424,0.08786543,0.14771041,0.09472818,0.027831724
1037,0.0,0.71389425,0.021901237,0.121096216,0.1370061,0.0061021973
1038,0.0,0.60527277,0.113327295,0.14068988,0.11419058,0.026519433
1039,4.0,0.14991958,0.11800681,0.28110647,0.33033797,0.120629214
1040,0.0,0.67294294,0.10199039,0.13090189,0.07773145,0.016433302
1041,0.0,0.2759353,0.11943917,0.24288474,0.25274765,0.10899311
1042,0.0,0.19462937,0.12730087,0.26009652,0.29394642,0.124026775
1043,2.0,0.39539945,0.18418683,0.21635762,0.16840199,0.03565406
1044,2.0,0.21491209,0.23664817,0.27217016,0.23853432,0.037735287
1045,1.0,0.36978826,0.253918,0.20758218,0.14069624,0.028015288
1046,2.0,0.32632673,0.23681326,0.23399304,0.16675866,0.03610831
1047,4.0,0.1416112,0.14219207,0.27079543,0.31995782,0.12544349
1048,0.0,0.76295793,0.055845827,0.105695814,0.0659302,0.009570243
1049,3.0,0.15714571,0.10724127,0.2527841,0.3299054,0.15292351
1050,0.0,0.516962,0.09588336,0.19212402,0.14144199,0.05358865
1051,3.0,0.16292027,0.12303359,0.26719502,0.31158456,0.13526657
1052,0.0,0.3156236,0.1135012,0.21346694,0.26881203,0.088596135
1053,0.0,0.5377816,0.16325496,0.16179611,0.113483354,0.02368393
1054,0.0,0.9377473,0.0015863649,0.022452835,0.03799539,0.00021814714
1055,4.0,0.1979784,0.1880248,0.26821497,0.26110077,0.08468107
1056,2.0,0.48065692,0.21794304,0.17976286,0.10321362,0.018423578
1057,2.0,0.34144866,0.19837518,0.2132595,0.21407971,0.032836948
1058,0.0,0.81446046,0.05070815,0.06861657,0.05709176,0.00912312
1059,3.0,0.24158259,0.1100869,0.2410756,0.2836995,0.12355537
1060,1.0,0.5581024,0.12895349,0.13014886,0.16800585,0.014789357
1061,0.0,0.62862104,0.11441278,0.13117777,0.106363505,0.019424919
1062,2.0,0.45698795,0.19772482,0.18575914,0.12940344,0.03012466
1063,2.0,0.5481799,0.1326257,0.16839482,0.12101197,0.029787555
1064,2.0,0.44562703,0.12143172,0.20493698,0.17487466,0.05312963
1065,0.0,0.57962716,0.08956926,0.13590428,0.16989118,0.025008116
1066,2.0,0.4517882,0.19289893,0.19064349,0.13712414,0.027545251
1067,0.0,0.77888966,0.047200117,0.09424682,0.071754664,0.0079087615
1068,0.0,0.24685697,0.11768637,0.23858725,0.27965185,0.11721757
1069,0.0,0.5897755,0.14171858,0.15515803,0.09531956,0.018028298
1070,4.0,0.13589846,0.11842869,0.27392223,0.33252913,0.13922149
1071,3.0,0.6491774,0.12147166,0.1353115,0.07896781,0.015071687
1072,2.0,0.61148506,0.10694116,0.14968456,0.10330726,0.028581966
1073,0.0,0.57089716,0.1271774,0.16343912,0.116627574,0.021858683
1074,0.0,0.50930554,0.18194985,0.17182922,0.114275634,0.022639738
1075,3.0,0.15416372,0.11248564,0.26355547,0.32817113,0.14162403
1076,4.0,0.18355459,0.13661292,0.24516326,0.318999,0.11567021
1077,0.0,0.18995447,0.13418204,0.26371557,0.29611468,0.11603318
1078,3.0,0.14003995,0.13237147,0.2812892,0.31242898,0.13387041
1079,0.0,0.5807927,0.14690706,0.16035302,0.08927964,0.022667583
